Breeding_season,Nest_box_ID,Female_ID ,Female_cohort,Female_age,First_egg_lay_date,Lay_av_temp_celcius,Clutch_size,Inc_start_date,Laying_gap,Hatch_date,Inc_period_length_days,Obs_date,Obs_bout_time,Inc_day,Total_obs_duration_minutes,Bout_type_on_off,Bout_duration_seconds,Obs_Niwa_daily_av_ambient_temp_celcius,Lay_date_av_temp
2019/2020,B4/5,CP13417,2018/2019,1,21/11/2019,16.25176913,4,25/11/2019,0,09/12/2019,14,26/11/2019,13:50:31,1,33.51666667,on,N/A,16.66493324,16.25176913
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,12:32:00,3,70.8,on,N/A,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,12:34:00,3,70.8,off,240,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,12:38:00,3,70.8,on,578,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,12:47:38,3,70.8,off,342,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,12:53:20,3,70.8,on,1330,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,13:15:30,3,70.8,off,360,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,13:21:30,3,70.8,on,1278,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,02/11/2019,13:42:48,3,70.8,off,N/A,13.65576801,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,07/11/2019,11:06:40,7,64,off,259,17.67597239,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,07/11/2019,11:10:59,7,64,on,356,17.67597239,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,07/11/2019,11:16:55,7,64,off,189,17.67597239,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,07/11/2019,11:20:04,7,64,on,1388,17.67597239,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,07/11/2019,11:43:12,7,64,off,360,17.67597239,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,07/11/2019,11:49:12,7,64,on,N/A,17.67597239,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,13/11/2019,10:40:00,13,59.91666667,off,420,11.94487338,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,13/11/2019,10:47:00,13,59.91666667,on,2602,11.94487338,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,13/11/2019,11:30:22,13,59.91666667,off,393,11.94487338,15.39870124
2019/2020,B6/2,CP9223,2015/2016,4,28/10/2019,15.39870124,4,31/10/2019,0,14/11/2019,14,13/11/2019,11:36:55,13,59.91666667,on,N/A,11.94487338,15.39870124
2019/2020,B6/4,CP12972,2017/2018,2,02/12/2019,18.22854904,4,05/12/2019,0,19/12/2019,14,06/12/2019,17:09:12,1,9.133333333,on,157,17.76485294,18.22854904
2019/2020,B6/4,CP12972,2017/2018,2,02/12/2019,18.22854904,4,05/12/2019,0,19/12/2019,14,06/12/2019,17:11:49,1,9.133333333,off,319,17.76485294,18.22854904
2019/2020,B6/4,CP12972,2017/2018,2,02/12/2019,18.22854904,4,05/12/2019,0,19/12/2019,14,06/12/2019,17:17:08,1,9.133333333,on,N/A,17.76485294,18.22854904
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,02/11/2019,12:34:00,3,78,off,240,13.65576801,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,02/11/2019,12:38:00,3,78,on,1980,13.65576801,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,02/11/2019,13:11:00,3,78,off,300,13.65576801,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,02/11/2019,13:16:00,3,78,on,1860,13.65576801,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,02/11/2019,13:47:00,3,78,off,300,13.65576801,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,02/11/2019,13:52:00,3,78,on,N/A,13.65576801,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,06/11/2019,13:13:40,8,61,off,398,16.74275963,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,06/11/2019,13:20:18,8,61,on,372,16.74275963,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,06/11/2019,13:26:30,8,61,off,178,16.74275963,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,06/11/2019,13:29:28,8,61,on,720,16.74275963,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,06/11/2019,13:41:28,8,61,off,278,16.74275963,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,06/11/2019,13:46:06,8,61,on,1303,16.74275963,13.69233362
2019/2020,BB/2,CP8272,2015/2016,4,27/10/2019,13.69233362,4,30/10/2019,0,14/11/2019,15,06/11/2019,14:07:49,8,61,off,N/A,16.74275963,13.69233362
2019/2020,DB/4,CP11804,2016/2017,3,27/11/2019,17.28785701,5,01/12/2019,0,15/12/2019,14,01/12/2019,14:12:12,1,22,off,82,18.18570867,17.28785701
2019/2020,DB/4,CP11804,2016/2017,3,27/11/2019,17.28785701,5,01/12/2019,0,15/12/2019,14,01/12/2019,14:13:34,1,22,on,594,18.18570867,17.28785701
2019/2020,DB/4,CP11804,2016/2017,3,27/11/2019,17.28785701,5,01/12/2019,0,15/12/2019,14,01/12/2019,14:23:28,1,22,off,6,18.18570867,17.28785701
2019/2020,DB/4,CP11804,2016/2017,3,27/11/2019,17.28785701,5,01/12/2019,0,15/12/2019,14,01/12/2019,14:23:34,1,22,on,N/A,18.18570867,17.28785701
2019/2020,DB/4,CP11804,2016/2017,3,27/11/2019,17.28785701,5,01/12/2019,0,15/12/2019,14,08/12/2019,12:05:45,7,63,off,253,19.42009269,17.28785701
2019/2020,DB/4,CP11804,2016/2017,3,27/11/2019,17.28785701,5,01/12/2019,0,15/12/2019,14,08/12/2019,12:09:58,7,63,on,N/A,19.42009269,17.28785701
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,14/11/2019,12:08:00,1,61,off,331,16.09596223,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,14/11/2019,12:13:31,1,61,on,1247,16.09596223,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,14/11/2019,12:34:18,1,61,off,213,16.09596223,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,14/11/2019,12:37:51,1,61,on,335,16.09596223,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,14/11/2019,12:43:26,1,61,off,194,16.09596223,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,14/11/2019,12:46:40,1,61,on,N/A,16.09596223,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,20/11/2019,16:48:00,7,62,off,1380,13.51665639,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,20/11/2019,17:11:00,7,62,off,309,13.51665639,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,20/11/2019,17:16:09,7,62,on,647,13.51665639,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,20/11/2019,17:26:56,7,62,off,340,13.51665639,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,20/11/2019,17:32:36,7,62,on,N/A,13.51665639,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,12:13:00,13,19,off,308,16.66493324,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,12:18:08,13,19,on,N/A,16.66493324,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,14:35:05,13,19,off,298,16.66493324,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,14:40:03,13,19,on,323,16.66493324,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,14:45:26,13,19,off,252,16.66493324,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,14:49:38,13,19,on,290,16.66493324,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,14:54:28,13,19,off,507,16.66493324,17.61817244
2019/2020,FB/1,CP8214,2015/2016,4,10/11/2019,17.61817244,4,13/11/2019,0,27/11/2019,14,26/11/2019,15:02:55,13,19,on,N/A,16.66493324,17.61817244
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,15:18:10,1,73,off,30,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,15:18:40,1,73,on,399,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,15:25:19,1,73,off,309,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,15:30:28,1,73,on,1550,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,15:56:18,1,73,off,52,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,15:57:10,1,73,on,200,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,16:00:30,1,73,off,222,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,16:04:12,1,73,on,1538,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,13/11/2019,16:29:50,1,73,off,N/A,11.94487338,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,21/11/2019,12:04:47,8,56,off,162,16.25176913,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,21/11/2019,12:07:29,8,56,on,786,16.25176913,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,21/11/2019,12:20:35,8,56,off,442,16.25176913,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,21/11/2019,12:27:57,8,56,on,554,16.25176913,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,21/11/2019,12:37:11,8,56,off,354,16.25176913,17.76429002
2019/2020,FB/4,CP13474,2018/2019,1,09/11/2019,17.76429002,4,12/11/2019,0,27/11/2019,15,21/11/2019,12:43:05,8,56,on,N/A,16.25176913,17.76429002
2019/2020,FL/2,CP8157,2014/2015,5,19/11/2019,14.97497913,4,22/11/2019,0,06/12/2019,14,23/11/2019,15:08:11,1,65,off,364,15.55377768,14.97497913
2019/2020,FL/2,CP8157,2014/2015,5,19/11/2019,14.97497913,4,22/11/2019,0,06/12/2019,14,23/11/2019,15:14:15,1,65,on,1797,15.55377768,14.97497913
2019/2020,FL/2,CP8157,2014/2015,5,19/11/2019,14.97497913,4,22/11/2019,0,06/12/2019,14,23/11/2019,15:44:12,1,65,off,N/A,15.55377768,14.97497913
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,19/11/2019,13:51:00,1,60,off,158,14.97497913,15.96809319
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,19/11/2019,13:53:38,1,60,on,364,14.97497913,15.96809319
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,19/11/2019,13:59:42,1,60,off,668,14.97497913,15.96809319
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,19/11/2019,14:10:50,1,60,off,992,14.97497913,15.96809319
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,19/11/2019,14:27:22,1,60,off,1008,14.97497913,15.96809319
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,19/11/2019,14:44:10,1,60,on,N/A,14.97497913,15.96809319
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,26/11/2019,12:46:00,7,27,off,360,16.66493324,15.96809319
2019/2020,FL/4,C94406,2013/2014,6,15/11/2019,15.96809319,5,19/11/2019,0,04/12/2019,15,26/11/2019,12:52:00,7,27,on,N/A,16.66493324,15.96809319
2019/2020,KB/1,C94466,2013/2014,6,23/11/2019,15.55377768,5,27/11/2019,0,11/12/2019,14,27/11/2019,17:30:15,1,36,off,310,17.28785701,15.55377768
2019/2020,KB/1,C94466,2013/2014,6,23/11/2019,15.55377768,5,27/11/2019,0,11/12/2019,14,27/11/2019,17:35:25,1,36,on,N/A,17.28785701,15.55377768
2019/2020,KB/1,C94466,2013/2014,6,23/11/2019,15.55377768,5,27/11/2019,0,11/12/2019,14,03/12/2019,12:41:26,7,83,off,372,18.24499931,15.55377768
2019/2020,KB/1,C94466,2013/2014,6,23/11/2019,15.55377768,5,27/11/2019,0,11/12/2019,14,03/12/2019,12:47:38,7,83,on,N/A,18.24499931,15.55377768
2019/2020,KB/1,C94466,2013/2014,6,23/11/2019,15.55377768,5,27/11/2019,0,11/12/2019,14,09/12/2019,09:48:20,13,63,off,330,17.95104454,15.55377768
2019/2020,KB/1,C94466,2013/2014,6,23/11/2019,15.55377768,5,27/11/2019,0,11/12/2019,14,09/12/2019,09:53:50,13,63,on,1324,17.95104454,15.55377768
2019/2020,KB/1,C94466,2013/2014,6,23/11/2019,15.55377768,5,27/11/2019,0,11/12/2019,14,09/12/2019,10:15:54,13,63,on,N/A,17.95104454,15.55377768
2019/2020,LHV/2,CP12905,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,15:30:54,1,60,off,507,18.18735825,18.24499931
2019/2020,LHV/2,CP12905,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,15:39:21,1,60,on,N/A,18.18735825,18.24499931
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,20/11/2019,13:46:21,1,58,off,426,13.51665639,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,20/11/2019,13:53:27,1,58,on,349,13.51665639,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,20/11/2019,13:59:16,1,58,off,326,13.51665639,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,20/11/2019,14:04:42,1,58,on,N/A,13.51665639,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,02/12/2019,10:35:07,13,65,on,234,18.22854904,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,02/12/2019,10:39:01,13,65,off,508,18.22854904,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,02/12/2019,10:47:29,13,65,on,782,18.22854904,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,02/12/2019,11:00:31,13,65,on,755,18.22854904,15.96809319
2019/2020,LHV/4,CP13084,2018/2019,1,15/11/2019,15.96809319,4,19/11/2019,1,04/12/2019,15,02/12/2019,11:13:06,13,65,off,N/A,18.22854904,15.96809319
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,24/11/2019,14:59:20,1,17,off,326,16.77855774,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,24/11/2019,15:04:46,1,17,on,14,16.77855774,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,24/11/2019,15:05:00,1,17,off,N/A,16.77855774,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,05/12/2019,14:49:02,13,63,off,92,17.28930305,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,05/12/2019,14:50:34,13,63,on,127,17.28930305,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,05/12/2019,14:52:41,13,63,off,308,17.28930305,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,05/12/2019,14:57:49,13,63,on,245,17.28930305,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,05/12/2019,15:01:54,13,63,off,1547,17.28930305,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,05/12/2019,15:27:41,13,63,on,589,17.28930305,13.51665639
2019/2020,SC/4,CP13047,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,08/12/2019,15,05/12/2019,15:37:30,13,63,on,N/A,17.28930305,13.51665639
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,14/11/2019,16:39:39,1,60,off,690,16.09596223,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,14/11/2019,16:51:09,1,60,on,1372,16.09596223,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,14/11/2019,17:14:01,1,60,off,N/A,16.09596223,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,21/11/2019,13:43:35,7,0,off,385,16.25176913,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,21/11/2019,13:50:00,7,0,on,886,16.25176913,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,21/11/2019,14:04:46,7,0,off,395,16.25176913,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,21/11/2019,14:11:21,7,0,on,N/A,16.25176913,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,27/11/2019,09:43:57,13,57,off,159,17.28785701,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,27/11/2019,09:46:36,13,57,on,997,17.28785701,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,27/11/2019,10:03:13,13,57,off,488,17.28785701,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,27/11/2019,10:11:21,13,57,on,249,17.28785701,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,27/11/2019,10:15:30,13,57,off,288,17.28785701,17.61817244
2019/2020,SD/3,CP8238,2015/2016,4,10/11/2019,17.61817244,5,14/11/2019,0,28/11/2019,14,27/11/2019,10:20:18,13,57,on,N/A,17.28785701,17.61817244
2019/2020,SD/5,CP11820,2016/2017,3,31/10/2019,13.45139398,4,03/11/2019,0,17/11/2019,14,10/11/2019,13:33:18,7,60,off,416,17.61817244,13.45139398
2019/2020,SD/5,CP11820,2016/2017,3,31/10/2019,13.45139398,4,03/11/2019,0,17/11/2019,14,10/11/2019,13:40:14,7,60,on,1695,17.61817244,13.45139398
2019/2020,SD/5,CP11820,2016/2017,3,31/10/2019,13.45139398,4,03/11/2019,0,17/11/2019,14,10/11/2019,14:08:29,7,60,off,399,17.61817244,13.45139398
2019/2020,SD/5,CP11820,2016/2017,3,31/10/2019,13.45139398,4,03/11/2019,0,17/11/2019,14,10/11/2019,14:15:08,7,60,on,N/A,17.61817244,13.45139398
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,15:22:00,2,65.36666667,on,N/A,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,15:26:20,2,65.36666667,off,1000,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,15:43:00,2,65.36666667,on,2163,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,16:19:03,2,65.36666667,off,44,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,16:19:47,2,65.36666667,on,455,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,16:27:22,2,65.36666667,off,N/A,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,15:26:20,1,61,off,1000,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,15:43:00,1,61,on,2163,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,16:19:03,1,61,off,44,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,16:19:47,1,61,on,2413,17.67597239,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,08:40:22,7,63,off,276,11.94487338,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,08:44:58,7,63,on,912,11.94487338,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,09:00:10,7,63,off,65,11.94487338,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,09:01:15,7,63,on,138,11.94487338,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,09:03:33,7,63,off,401,11.94487338,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,09:10:14,7,63,on,N/A,11.94487338,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,19/11/2019,10:59:10,13,68,off,181,14.97497913,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,19/11/2019,11:02:11,13,68,on,289,14.97497913,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,19/11/2019,11:07:00,13,68,off,507,14.97497913,14.41943133
2019/2020,SV/2,CP13016,2017/2018,2,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,19/11/2019,11:15:27,13,68,on,N/A,14.97497913,14.41943133
