Breeding_season,Nest_box_ID,Female_ID ,Female_cohort,Female_age,First_egg_lay_date,Lay_av_temp_celcius,Clutch_size,Inc_start_date,Laying_gap,Hatch_date,Inc_period_length_days,Obs_date,Obs_bout_time,Inc_day,Total_obs_duration_minutes,Bout_type_on_off,Bout_duration_seconds,Obs_Niwa_daily_av_ambient_temp_celcius,Lay_date_av_temp
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,12/11/2019,13:07:01,1,64,off,209,14.34224529,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,12/11/2019,13:10:30,1,64,on,1006,14.34224529,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,12/11/2019,13:27:16,1,64,off,1122,14.34224529,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,12/11/2019,13:45:58,1,64,off,63,14.34224529,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,12/11/2019,13:47:01,1,64,on,387,14.34224529,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,12/11/2019,13:53:28,1,64,off,160,14.34224529,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,12/11/2019,13:56:08,1,64,on,N/A,14.34224529,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,18/11/2019,13:19:15,7,55,on,155,16.81427965,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,18/11/2019,13:21:50,7,55,off,80,16.81427965,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,18/11/2019,13:23:10,7,55,on,2451,16.81427965,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,18/11/2019,14:04:01,7,55,off,304,16.81427965,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,18/11/2019,14:09:05,7,55,on,N/A,16.81427965,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,24/11/2019,10:21:40,13,59,off,274,16.77855774,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,24/11/2019,10:26:14,13,59,on,968,16.77855774,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,24/11/2019,10:42:22,13,59,off,362,16.77855774,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,24/11/2019,10:48:24,13,59,on,814,16.77855774,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,24/11/2019,11:01:58,13,59,off,360,16.77855774,16.73678583
2019/2020,B2/11,CP13502,2018/2019,1,08/11/2019,16.73678583,4,11/11/2019,0,26/11/2019,15,24/11/2019,11:07:58,13,59,on,N/A,16.77855774,16.73678583
2019/2020,B2/14,CP11840,2016/2017,3,07/11/2019,17.67597239,3,10/11/2019,0,26/11/2019,16,12/11/2019,11:55:36,2,45.38333333,off,510,14.34224529,17.67597239
2019/2020,B2/14,CP11840,2016/2017,3,07/11/2019,17.67597239,3,10/11/2019,0,26/11/2019,16,12/11/2019,12:04:06,2,45.38333333,on,1457,14.34224529,17.67597239
2019/2020,B2/14,CP11840,2016/2017,3,07/11/2019,17.67597239,3,10/11/2019,0,26/11/2019,16,12/11/2019,12:28:23,2,45.38333333,off,2318,14.34224529,17.67597239
2019/2020,B2/14,CP11840,2016/2017,3,07/11/2019,17.67597239,3,10/11/2019,0,26/11/2019,16,23/11/2019,13:22:57,13,73,on,994,15.55377768,17.67597239
2019/2020,B2/14,CP11840,2016/2017,3,07/11/2019,17.67597239,3,10/11/2019,0,26/11/2019,16,23/11/2019,13:39:31,13,73,off,68,15.55377768,17.67597239
2019/2020,B2/14,CP11840,2016/2017,3,07/11/2019,17.67597239,3,10/11/2019,0,26/11/2019,16,23/11/2019,13:40:39,13,73,on,2030,15.55377768,17.67597239
2019/2020,B2/14,CP11840,2016/2017,3,07/11/2019,17.67597239,3,10/11/2019,0,26/11/2019,16,23/11/2019,14:14:29,13,73,off,N/A,15.55377768,17.67597239
2019/2020,B2/15,CP12933,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,13:38:14,1,62,off,227,18.18735825,18.24499931
2019/2020,B2/15,CP12933,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,13:42:01,1,62,on,458,18.18735825,18.24499931
2019/2020,B2/15,CP12933,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,13:49:39,1,62,off,242,18.18735825,18.24499931
2019/2020,B2/15,CP12933,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,13:53:41,1,62,on,1020,18.18735825,18.24499931
2019/2020,B2/15,CP12933,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,14:10:41,1,62,off,254,18.18735825,18.24499931
2019/2020,B2/15,CP12933,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,14:14:55,1,62,on,N/A,18.18735825,18.24499931
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,14:28:15,1,42,on,740,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,14:40:35,1,42,off,378,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,14:46:53,1,42,on,2,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,14:46:55,1,42,off,31,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,14:47:26,1,42,on,448,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,14:54:54,1,42,off,304,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,14:59:58,1,42,on,433,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,15:07:11,1,42,off,296,17.49199817,18.30901417
2019/2020,B2/4,CP13562,2018/2019,1,13/12/2019,18.30901417,3,15/12/2019,0,29/12/2019,14,17/12/2019,15:12:07,1,42,on,N/A,17.49199817,18.30901417
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,12:44:13,1,62,off,328,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,12:49:41,1,62,on,211,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,12:53:12,1,62,off,25,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,12:53:37,1,62,on,207,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,12:57:04,1,62,on,684,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,13:08:28,1,62,on,485,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,13:16:33,1,62,off,37,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,13:17:10,1,62,on,176,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,13:20:06,1,62,off,154,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,13:22:40,1,62,on,253,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,13:26:53,1,62,off,246,17.28785701,14.40416606
2019/2020,B2/8,CP13487,2018/2019,1,22/11/2019,14.40416606,4,26/11/2019,1,N/A,N/A,27/11/2019,13:30:59,1,62,on,N/A,17.28785701,14.40416606
2019/2020,B2/9,CP13419,2018/2019,1,12/11/2019,14.34224529,3,14/11/2019,0,28/11/2019,14,27/11/2019,12:24:38,13,22,off,294,17.28785701,14.34224529
2019/2020,B2/9,CP13419,2018/2019,1,12/11/2019,14.34224529,3,14/11/2019,0,28/11/2019,14,27/11/2019,12:29:32,13,22,on,548,17.28785701,14.34224529
2019/2020,B2/9,CP13419,2018/2019,1,12/11/2019,14.34224529,3,14/11/2019,0,28/11/2019,14,27/11/2019,12:38:40,13,22,off,N/A,17.28785701,14.34224529
2019/2020,B21/11,CP13498,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,10:08:00,13,62,on,1539,16.72542974,17.61817244
2019/2020,B21/11,CP13498,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,10:33:39,13,62,off,377,16.72542974,17.61817244
2019/2020,B21/11,CP13498,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,10:39:56,13,62,on,544,16.72542974,17.61817244
2019/2020,B21/11,CP13498,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,10:49:00,13,62,off,370,16.72542974,17.61817244
2019/2020,B21/11,CP13498,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,10:55:10,13,62,on,N/A,16.72542974,17.61817244
2019/2020,B21/14,CP13068,2018/2019,1,05/12/2019,17.28930305,4,08/12/2019,0,23/12/2019,15,09/12/2019,14:14:20,1,60,off,322,17.95104454,17.28930305
2019/2020,B21/14,CP13068,2018/2019,1,05/12/2019,17.28930305,4,08/12/2019,0,23/12/2019,15,09/12/2019,14:19:42,1,60,on,349,17.95104454,17.28930305
2019/2020,B21/14,CP13068,2018/2019,1,05/12/2019,17.28930305,4,08/12/2019,0,23/12/2019,15,09/12/2019,14:25:31,1,60,off,304,17.95104454,17.28930305
2019/2020,B21/14,CP13068,2018/2019,1,05/12/2019,17.28930305,4,08/12/2019,0,23/12/2019,15,09/12/2019,14:30:35,1,60,on,624,17.95104454,17.28930305
2019/2020,B21/14,CP13068,2018/2019,1,05/12/2019,17.28930305,4,08/12/2019,0,23/12/2019,15,09/12/2019,14:40:59,1,60,off,461,17.95104454,17.28930305
2019/2020,B21/14,CP13068,2018/2019,1,05/12/2019,17.28930305,4,08/12/2019,0,23/12/2019,15,09/12/2019,14:48:40,1,60,on,N/A,17.95104454,17.28930305
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,12:14:00,1,148.8,on,N/A,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,12:40:38,1,148.8,off,392,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,12:47:10,1,148.8,on,1816,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,13:17:26,1,148.8,off,516,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,13:26:02,1,148.8,on,1464,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,13:50:26,1,148.8,off,317,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,13:55:43,1,148.8,on,278,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,14:00:21,1,148.8,off,224,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,14:04:05,1,148.8,on,1807,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,14:34:12,1,148.8,off,220,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,14:37:52,1,148.8,on,207,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,14:41:19,1,148.8,off,89,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,14:42:48,1,148.8,on,N/A,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,12:14:00,1,148.8,on,1598,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,12:40:38,1,148.8,off,392,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,07/11/2019,12:47:10,1,148.8,on,3677,17.67597239,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,14:16:52,7,62.43333333,off,246,11.94487338,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,14:20:58,7,62.43333333,on,523,11.94487338,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,14:29:41,7,62.43333333,on,327,11.94487338,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,14:35:08,7,62.43333333,off,221,11.94487338,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,14:38:49,7,62.43333333,on,729,11.94487338,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,14:50:58,7,62.43333333,off,359,11.94487338,14.41943133
2019/2020,B21/2,CP8110,2014/2015,5,03/11/2019,14.41943133,4,06/11/2019,0,20/11/2019,14,13/11/2019,14:56:57,7,62.43333333,on,N/A,11.94487338,14.41943133
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,14/11/2019,15:25:38,1,34.36666667,off,285,16.09596223,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,14/11/2019,15:30:23,1,34.36666667,on,689,16.09596223,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,14/11/2019,15:41:52,1,34.36666667,off,281,16.09596223,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,14/11/2019,15:46:33,1,34.36666667,on,N/A,16.09596223,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:15:07,13,79,on,191,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:18:18,13,79,off,270,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:22:48,13,79,on,915,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:38:03,13,79,off,280,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:42:43,13,79,on,17,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:43:00,13,79,off,60,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:44:00,13,79,on,245,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:48:05,13,79,off,221,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:51:46,13,79,on,360,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,11:57:46,13,79,off,194,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,12:01:00,13,79,on,212,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,12:04:32,13,79,off,272,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,12:09:04,13,79,on,369,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,12:15:13,13,79,off,374,16.72542974,17.61817244
2019/2020,B21/4,CP13061,2018/2019,1,10/11/2019,17.61817244,3,12/11/2019,0,27/11/2019,15,25/11/2019,12:21:27,13,79,on,N/A,16.72542974,17.61817244
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,24/11/2019,13:31:00,1,61,on,477,16.77855774,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,24/11/2019,13:38:57,1,61,off,259,16.77855774,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,24/11/2019,13:43:16,1,61,on,403,16.77855774,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,24/11/2019,13:49:59,1,61,off,247,16.77855774,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,24/11/2019,13:54:06,1,61,on,434,16.77855774,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,24/11/2019,14:01:20,1,61,off,835,16.77855774,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,24/11/2019,14:15:15,1,61,off,N/A,16.77855774,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,05/12/2019,11:12:50,13,67,off,312,17.28930305,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,05/12/2019,11:18:02,13,67,on,590,17.28930305,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,05/12/2019,11:27:52,13,67,off,386,17.28930305,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,05/12/2019,11:34:18,13,67,on,585,17.28930305,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,05/12/2019,11:44:03,13,67,off,327,17.28930305,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,05/12/2019,11:49:30,13,67,on,145,17.28930305,13.51665639
2019/2020,B22/1A,CP13554,2018/2019,1,20/11/2019,13.51665639,4,23/11/2019,0,07/12/2019,14,05/12/2019,11:51:55,13,67,off,N/A,17.28930305,13.51665639
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,12:25:37,7,150.9666667,off,272,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,12:30:09,7,150.9666667,on,681,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,12:41:30,7,150.9666667,on,303,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,12:46:33,7,150.9666667,off,158,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,12:49:11,7,150.9666667,on,553,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,12:58:24,7,150.9666667,off,303,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,13:03:27,7,150.9666667,on,123,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,13:05:30,7,150.9666667,off,361,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,13:11:31,7,150.9666667,on,353,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,13:17:24,7,150.9666667,off,382,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,13:23:46,7,150.9666667,off,276,18.05990033,16.77855774
2019/2020,B22/2,CP13521,2018/2019,1,24/11/2019,16.77855774,4,06/11/2019,0,N/A,N/A,04/12/2019,13:28:22,7,150.9666667,on,N/A,18.05990033,16.77855774
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,12:55:53,7,62,off,505,11.94487338,16.74275963
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,13:04:18,7,62,on,238,11.94487338,16.74275963
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,13:08:16,7,62,off,338,11.94487338,16.74275963
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,13:13:54,7,62,on,1185,11.94487338,16.74275963
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,13:33:39,7,62,off,N/A,11.94487338,16.74275963
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,13:05:58,7,62,on,2044,11.94487338,16.74275963
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,13:40:02,7,62,off,220,11.94487338,16.74275963
2019/2020,B22/21,CP13055,2018/2019,1,06/11/2019,16.74275963,1,06/11/2019,0,N/A,N/A,13/11/2019,13:43:42,7,62,on,N/A,11.94487338,16.74275963
2019/2020,B22/23,CP12980,2017/2018,2,02/12/2019,18.22854904,5,06/12/2019,0,20/12/2019,14,06/12/2019,12:21:28,1,73,off,210,17.76485294,18.22854904
2019/2020,B22/23,CP12980,2017/2018,2,02/12/2019,18.22854904,5,06/12/2019,0,20/12/2019,14,06/12/2019,12:24:58,1,73,on,651,17.76485294,18.22854904
2019/2020,B22/23,CP12980,2017/2018,2,02/12/2019,18.22854904,5,06/12/2019,0,20/12/2019,14,06/12/2019,12:35:49,1,73,off,196,17.76485294,18.22854904
2019/2020,B22/23,CP12980,2017/2018,2,02/12/2019,18.22854904,5,06/12/2019,0,20/12/2019,14,06/12/2019,12:39:05,1,73,on,N/A,17.76485294,18.22854904
2019/2020,B22/23,CP12980,2017/2018,2,02/12/2019,18.22854904,5,06/12/2019,0,20/12/2019,14,06/12/2019,12:09:11,1,73,off,N/A,17.76485294,18.22854904
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,13:47:00,3,60,off,87,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,13:48:27,3,60,on,2053,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:22:40,3,60,off,323,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:28:03,3,60,on,727,17.67597239,13.65576801
